date	title	url
2023-11-14	Girls Swim and Dive Capture 1st Ever State Championship	https://needhamlocal.org/2023/11/girls-swim-and-dive-capture-1st-ever-state-championship/
2023-11-06	Needham Girls Swim and Dive Set to 'Leave It All in the Pool'	https://needhamlocal.org/2023/11/needham-girls-swim-and-dive-set-to-leave-it-all-in-the-pool/
