name
1 Meter Diving - 11 Dives
1 Meter Diving - 8 Dives
1 Meter Diving - 5 Dives
200 Medley Relay
200 Freestyle
200 Individual Medley
50 Freestyle
100 Butterfly
100 Freestyle
500 Freestyle
200 Freestyle Relay
100 Backstroke
100 Breaststroke
400 Freestyle Relay
